"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QJTFQHIE","blogPost","2020","Hubinger, Evan","AI safety via market making","AI Alignment Forum","","","","https://www.alignmentforum.org/posts/YWwzccGbcHMJMpT45/ai-safety-via-market-making","Special thanks to Abram Demski, Paul Christiano, and Kate Woolverton for talking with me about some of the ideas that turned into this post. The goal of this post is to present a new prosaic (i.e. that uses current ML techniques) AI safety proposal based on AI safety via debate that I've been thinking about recently.[1] I'll start by describing a simple version of the proposal and then show some of the motivation behind it as well as how the simple version can be expanded upon. SIMPLE PROPOSAL Let M and Adv be models and H be a human. Intuitively, we'll train M and Adv via the following procedure given a question Q:  1. M tries to predict what, at the end of the procedure, H will think about Q.  2. Adv tries to output a string which will cause H to think something maximally     different than what M predicted.  3. Return to step 1 and repeat until M's predictions stop changing.  4. Deploy M, which in the limit should act as an oracle for what H will think     about Q after seeing all relevant information. There are many different ways to implement this intuitive procedure, however. For the first (simplified) version that I want to describe, we'll restrict ourselves to just the situation where Q is a yes-or-no question and M outputs the probability that H will answer yes. Then, given a proposition Q0, we can run the following training algorithm, starting at t=0:  1. Let pt=M(Qt).  2. Let xt=Adv(Qt,M).  3. Let Qt+1 be the string containing Qt and xt.  4. Increment t and return to step 1. When pt converges and/or the desired     number of iterations has been reached, continue.  5. Let p∗=H(Qt) be H's final estimate of the probability of Q0 given all the xs     included in Qt. EDIT: Step 2 used to use xt=Adv(Qt,pt) instead of xt=Adv(Qt,M), however I have since realized that it is necessary to give Adv the ability to query M in general, not just on Qt, as I explain in this comment. Then, for each step, compute M's loss for that step as LM,t=−p∗log(pt)−(1−p∗)log(","2020-06-26","2022-01-30 04:56:46","2022-01-30 04:56:46","2020-08-28 17:52:58","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/8EJX9BRM/ai-safety-via-market-making.html","","TechSafety; MIRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X22NB2NG","journalArticle","2019","Critch, Andrew","A Parametric, Resource-Bounded Generalization Of Löb’s Theorem, And A Robust Cooperation Criterion For Open-Source Game Theory","The Journal of Symbolic Logic","","0022-4812, 1943-5886","10.1017/jsl.2017.42","https://www.cambridge.org/core/product/identifier/S0022481217000421/type/journal_article","Abstract             This article presents two theorems: (1) a generalization of Löb’s Theorem that applies to formal proof systems operating with bounded computational resources, such as formal verification software or theorem provers, and (2) a theorem on the robust cooperation of agents that employ proofs about one another’s source code as unexploitable criteria for cooperation. The latter illustrates a capacity for outperforming classical Nash equilibria and correlated equilibria, attaining mutually cooperative program equilibrium in the Prisoner’s Dilemma while remaining unexploitable, i.e., sometimes achieving the outcome (Cooperate, Cooperate), and never receiving the outcome (Cooperate, Defect) as player 1.","2019-12","2022-01-30 04:56:46","2022-01-30 04:56:46","2020-11-22 05:00:04","1368-1381","","4","84","","J. symb. log.","","","","","","","","en","","","","","DOI.org (Crossref)","","ZSCC: NoCitationData[s2]  ACC: 6","","","","TechSafety; MIRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBDUGMDK","conferencePaper","2016","Leike, Jan; Taylor, Jessica; Fallenstein, Benya","A Formal Solution to the Grain of Truth Problem","","","","","","A Bayesian agent acting in a multi-agent environment learns to predict the other agents’ policies if its prior assigns positive probability to them (in other words, its prior contains a grain of truth). Finding a reasonably large class of policies that contains the Bayes-optimal policies with respect to this class is known as the grain of truth problem. Only small classes are known to have a grain of truth and the literature contains several related impossibility results. In this paper we present a formal and general solution to the full grain of truth problem: we construct a class of policies that contains all computable policies as well as Bayes-optimal policies for every lower semicomputable prior over the class. When the environment is unknown, Bayes-optimal agents may fail to act optimally even asymptotically. However, agents based on Thompson sampling converge to play ε-Nash equilibria in arbitrary unknown computable multi-agent environments. While these results are purely theoretical, we show that they can be computationally approximated arbitrarily closely.","2016","2022-01-30 04:56:46","2022-01-30 04:56:46","","10","","","","","","","","","","","","","en","","","","","Zotero","","ZSCC: 0000011","","/Users/jacquesthibodeau/Zotero/storage/IKQJTV93/Leike et al. - A Formal Solution to the Grain of Truth Problem.pdf","","TechSafety; MIRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conference on Uncertainty in Artificial Intelligence","","","","","","","","","","","","","","",""
"WU22E4BX","manuscript","","Hoffman, Ben","The Professional's Dilemma","","","","","http://mediangroup.org/docs/the_professionals_dilemma.pdf","","unknown","2022-01-30 04:55:38","2022-01-30 04:55:38","2020-11-21 19:50:01","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/F","","/Users/jacquesthibodeau/Zotero/storage/3GQXQPUN/the_professionals_dilemma.pdf","","MetaSafety; Median-group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZESMZ8EB","blogPost","2019","Taylor, Jessica","The AI Timelines Scam","Unstable Ontology","","","","https://unstableontology.com/2019/07/11/the-ai-timelines-scam/","[epistemic status: that’s just my opinion, man. I have highly suggestive evidence, not deductive proof, for a belief I sincerely hold] “If you see fraud and do not say fraud, you are a …","2019-07-11","2022-01-30 04:55:38","2022-01-30 04:55:38","2019-12-16 20:54:36","","","","","","","","","","","","","","en","","","","","","","ZSCC: NoCitationData[s2]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/EDHHW9CE/the-ai-timelines-scam.html","","MetaSafety; Median-group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54VH7DT9","blogPost","","Maltinsky, Baeo","Insight-based AI timelines model","Median Group","","","","http://mediangroup.org/insights","","unknown","2022-01-30 04:55:38","2022-01-30 04:55:38","2020-12-12 02:01:41","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s2]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/44C9C9IX/insights.html","","MetaSafety; BERI; Median-group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N78D262S","blogPost","2018","Maltinsky, Baeo","How rapidly are GPUs improving in price performance?","Median Group","","","","http://mediangroup.org/gpu.html","","2018","2022-01-30 04:55:38","2022-01-30 04:55:38","2020-12-12 01:59:31","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s2]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/U7WGBNPP/gpu.html","","MetaSafety; AmbiguosSafety; BERI; Median-group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5QV98NZ","manuscript","2019","Maltinsky, Baeo; Gallagher, Jack; Taylor, Jessica","Feasibility of Training an AGI using Deep RL: A Very Rough Estimate","","","","","http://mediangroup.org/docs/Feasibility%20of%20Training%20an%20AGI%20using%20Deep%20Reinforcement%20Learning,%20A%20Very%20Rough%20Estimate.pdf","","2019","2022-01-30 04:55:38","2022-01-30 04:55:38","2020-12-21","","","","","","","","","","","","","","en","","","","","Zotero","","ZSCC: NoCitationData[s2]  ACC: N/F","","/Users/jacquesthibodeau/Zotero/storage/RS6XENHR/Maltinsky et al. - Feasibility of Training an AGI using Deep RL A Ve.pdf","","TechSafety; BERI; Median-group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2RQVCB4","manuscript","","McKenzie, Colleen; Hidysmith, J Bryce","AI Insights Dataset Analysis","","","","","http://mediangroup.org/docs/insights-analysis.pdf","","unknown","2022-01-30 04:55:38","2022-01-30 04:55:38","2020-12-21","","","","","","","","","","","","","","en","","","","","Zotero","","ZSCC: NoCitationData[s2]  ACC: N/F","","/Users/jacquesthibodeau/Zotero/storage/5FW7VUXJ/McKenzie and Hidysmith - AI Insights Dataset Analysis.pdf","","TechSafety; BERI; Median-group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B73PTHXE","manuscript","2019","Hidysmith, J Bryce","A Descending Veil of Maya","","","","","","","2019","2022-01-30 04:55:38","2022-01-30 04:55:38","","","","","","","","","","","","","","","en","","","","","Zotero","","ZSCC: NoCitationData[s3]  ACC: N/F","","/Users/jacquesthibodeau/Zotero/storage/N684TPGP/Hidysmith - A Descending Veil of Maya.pdf","","TechSafety; BERI; Median-group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53WPDXKG","manuscript","","Perry, Miya","Toward A Working Theory of Mind","","","","","http://mediangroup.org/docs/toward_a_working_theory_of_mind.pdf","","unknown","2022-01-30 04:55:38","2022-01-30 04:55:38","2020-11-21 19:49:56","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/F","","/Users/jacquesthibodeau/Zotero/storage/2SZEMX5T/toward_a_working_theory_of_mind.pdf","","TechSafety; Median-group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVHK5GA8","blogPost","","Maltinsky, Baeo","The Brain and Computation","Median Group","","","","http://mediangroup.org/brain1.html","","unknown","2022-01-30 04:55:38","2022-01-30 04:55:38","2020-12-12 02:03:52","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s2]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/X8RK5C45/brain1.html","","MetaSafety; BERI; Median-group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NPVBGX5","blogPost","2019","Median Group","Revisiting the Insights model","Median Group","","","","http://mediangroup.org/insights2.html","","2019","2022-01-30 04:55:38","2022-01-30 04:55:38","2019-12-16 20:54:29","","","","","","","","","","","","","","","","","","","","","ZSCC: NoCitationData[s7]  ACC: N/A","","/Users/jacquesthibodeau/Zotero/storage/CAGEH24X/insights2.html","","MetaSafety; BERI; Median-group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECDNWAWR","manuscript","2021","Evans, Owain; Cotton-Barratt, Owen; Finnveden, Lukas; Bales, Adam; Balwit, Avital; Wills, Peter; Righetti, Luca; Saunders, William","Truthful AI: Developing and governing AI that does not lie","","","","","http://arxiv.org/abs/2110.06674","In many contexts, lying -- the use of verbal falsehoods to deceive -- is harmful. While lying has traditionally been a human affair, AI systems that make sophisticated verbal statements are becoming increasingly prevalent. This raises the question of how we should limit the harm caused by AI ""lies"" (i.e. falsehoods that are actively selected for). Human truthfulness is governed by social norms and by laws (against defamation, perjury, and fraud). Differences between AI and humans present an opportunity to have more precise standards of truthfulness for AI, and to have these standards rise over time. This could provide significant benefits to public epistemics and the economy, and mitigate risks of worst-case AI futures. Establishing norms or laws of AI truthfulness will require significant work to: (1) identify clear truthfulness standards; (2) create institutions that can judge adherence to those standards; and (3) develop AI systems that are robustly truthful. Our initial proposals for these areas include: (1) a standard of avoiding ""negligent falsehoods"" (a generalisation of lies that is easier to assess); (2) institutions to evaluate AI systems before and after real-world deployment; and (3) explicitly training AI systems to be truthful via curated datasets and human interaction. A concerning possibility is that evaluation mechanisms for eventual truthfulness standards could be captured by political interests, leading to harmful censorship and propaganda. Avoiding this might take careful attention. And since the scale of AI speech acts might grow dramatically over the coming decades, early truthfulness standards might be particularly important because of the precedents they set.","2021-10-13","2022-01-30 04:55:29","2022-01-30 04:55:29","2021-11-18 23:51:54","","","","","","","Truthful AI","","","","","","","","","","","","arXiv.org","","ZSCC: 0000000  arXiv: 2110.06674","","/Users/jacquesthibodeau/Zotero/storage/55T6TRQJ/Evans et al. - 2021 - Truthful AI Developing and governing AI that does.pdf; /Users/jacquesthibodeau/Zotero/storage/3CPRMFK4/2110.html","","TechSafety","Computer Science - Artificial Intelligence; Computer Science - Computers and Society; I.2.0; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGCDPKA8","report","2021","Thorstad, David","The scope of longtermism","","","","","https://globalprioritiesinstitute.org/the-scope-of-longtermism-david-thorstad-global-priorities-institute-university-of-oxford/","Longtermism holds roughly that in many decision situations, the best thing we can do is what is best for the long-term future. The scope question for longtermism asks: how large is the class of decision situations for which longtermism holds? Although longtermism was initially developed to describe the situation of...","2021-06-22","2022-01-30 04:55:29","2022-01-30 04:55:29","2021-10-31 22:29:16","","","","","","","","","","","","Global Priorities Institute","","en-US","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/F","","/Users/jacquesthibodeau/Zotero/storage/KTVEVVB7/the-scope-of-longtermism-david-thorstad-global-priorities-institute-university-of-oxford.html","","MetaSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHEJ39WE","journalArticle","","MacAskill, William; Vallinder, Aron; Shulman, Carl; Österheld, Caspar; Treutlein, Johannes","The Evidentialist’s Wager","Journal of Philosophy","","","","","Suppose that an altruistic and morally motivated agent who is uncertain between evidential decision theory (EDT) and causal decision theory (CDT) finds herself in a situation in which the two theories give conflicting verdicts. We argue that even if she has significantly higher credence in CDT, she should nevertheless act in accordance with EDT. First, we claim that that the appropriate response to normative uncertainty is to hedge one’s bets. That is, if the stakes are much higher on one theory than another, and the credences you assign to each of these theories aren’t very different, then it’s appropriate to choose the option which performs best on the high-stakes theory. Second, we show that, given the assumption of altruism, the existence of correlated decision-makers will increase the stakes for EDT but leave the stakes for CDT unaffected. Together these two claims imply that whenever there are sufficiently many correlated agents, the appropriate response is to act in accordance with EDT.","forthcoming","2022-01-30 04:55:29","2022-01-30 04:55:29","","","","","","","","","","","","","","","en","","","","","Zotero","","ZSCC: 0000000[s1]","","/Users/jacquesthibodeau/Zotero/storage/RXTQ28AF/MacAskill et al. - The Evidentialist’s Wager.pdf","","CLR; TechSafety; AmbiguosSafety; GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSMN5REW","report","2021","Greaves, Hilary; MacAskill, William","The case for strong longtermism","","","","","https://globalprioritiesinstitute.org/hilary-greaves-william-macaskill-the-case-for-strong-longtermism-2/","A striking fact about the history of civilisation is just how early we are in it. There are 5000 years of recorded history behind us, but how many years are still to come? If we merely last as long as the typical mammalian species, we still have over 200,000 years to go (Barnosky et al. 2011); there could be a further one billion years until the Earth is no longer habitable for humans (Wolf and Toon 2015); and trillions of years until the last conventional star formations (Adams and Laughlin 1999:34). Even on the most conservative of these timelines, we have progressed through a tiny fraction of history. If humanity’s saga were a novel, we would be on the very first page.","2021-06-14","2022-01-30 04:55:29","2022-01-30 04:55:29","2021-10-31 22:29:46","","","","","","","","","","","","Global Priorities Institute","","en-US","","","","","","","ZSCC: NoCitationData[s0]  ACC: 29","","/Users/jacquesthibodeau/Zotero/storage/HQW64F7C/hilary-greaves-william-macaskill-the-case-for-strong-longtermism-2.html","","MetaSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGJPRJN3","report","2016","Cotton-Barratt, Owen; Farquhar, Sebastian; Halstead, John; Schubert, Stefan; Snyder-Beattie, Andrew","Global Catastrophic Risks 2016","","","","","http://globalprioritiesproject.org/2016/04/global-catastrophic-risks-2016/","Global catastrophes sometimes strike. In 1918 the Spanish Flu killed as many as one in twenty people. There have been even more devastating pandemics - the Black Death and the 6th century Plague of Justinian may have each killed nearer to one in every six people on this earth. More recently, the Cub","2016-04-28","2022-01-30 04:55:29","2022-01-30 04:55:29","2020-12-13 19:41:24","108","","","","","","","","","","","Global Challenges Foundation","","en-US","","","","","","","ZSCC: 0000034  Section: Policy research","","/Users/jacquesthibodeau/Zotero/storage/6WWU4CCP/Cotton-Barratt et al. - 2016 - Global Catastrophic Risks 2016.pdf; /Users/jacquesthibodeau/Zotero/storage/DRCDNE2C/global-catastrophic-risks-2016.html","","MetaSafety; FHI; GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9D7MHQDT","journalArticle","2019","Trammell, Philip","Fixed-point solutions to the regress problem in normative uncertainty","Synthese","","1573-0964","10.1007/s11229-019-02098-9","https://doi.org/10.1007/s11229-019-02098-9","When we are faced with a choice among acts, but are uncertain about the true state of the world, we may be uncertain about the acts’ “choiceworthiness”. Decision theories guide our choice by making normative claims about how we should respond to this uncertainty. If we are unsure which decision theory is correct, however, we may remain unsure of what we ought to do. Given this decision-theoretic uncertainty, meta-theories attempt to resolve the conflicts between our decision theories...but we may be unsure which meta-theory is correct as well. This reasoning can launch a regress of ever-higher-order uncertainty, which may leave one forever uncertain about what one ought to do. There is, fortunately, a class of circumstances under which this regress is not a problem. If one holds a cardinal understanding of subjective choiceworthiness, and accepts certain other criteria (which are too weak to specify any particular decision theory), one’s hierarchy of metanormative uncertainty ultimately converges to precise definitions of “subjective choiceworthiness” for any finite set of acts. If one allows the metanormative regress to extend to the transfinite ordinals, the convergence criteria can be weakened further. Finally, the structure of these results applies straightforwardly not just to decision-theoretic uncertainty, but also to other varieties of normative uncertainty, such as moral uncertainty.","2019-02-14","2022-01-30 04:55:29","2022-01-30 04:55:29","2020-12-13 23:49:11","","","","","","Synthese","","","","","","","","en","","","","","Springer Link","","ZSCC: 0000004","","/Users/jacquesthibodeau/Zotero/storage/QH6HTFAV/Trammell - 2019 - Fixed-point solutions to the regress problem in no.pdf","","MetaSafety; GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RE4PBPVA","report","2021","Riedener, Stefan","Existential risks from a Thomist Christian perspective","","","","","https://globalprioritiesinstitute.org/stefan-riedener-existential-risks-from-a-thomist-christian-perspective/","Let’s say with Nick Bostrom that an ‘existential risk’ (or ‘x-risk’) is a risk that ‘threatens the premature extinction of Earth-originating intelligent life or the permanent and drastic destruction of its potential for desirable future development’ (2013, 15). There are a number of such risks: nuclear wars, developments in biotechnology or artificial intelligence, climate change, pandemics, supervolcanos, asteroids, and so on (see e.g. Bostrom and Ćirković 2008). ...","2021-01-04","2022-01-30 04:55:29","2022-01-30 04:55:29","2021-10-31 22:32:05","","","","","","","","","","","","Global Priorities Institute","","en-US","","","","","","","ZSCC: 0000000","","/Users/jacquesthibodeau/Zotero/storage/TAM2MWDV/stefan-riedener-existential-risks-from-a-thomist-christian-perspective.html","","MetaSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPFEIRBC","report","2020","Trammell, Phillip; Korinek, Anton","Economic growth under transformative AI","","","","","https://globalprioritiesinstitute.org/wp-content/uploads/Philip-Trammell-and-Anton-Korinek_Economic-Growth-under-Transformative-AI.pdf","","2020-10","2022-01-30 04:55:29","2022-01-30 04:55:29","2020-11-21 19:28:29","","","","","","","","","","","","Global Priorities Institute","","","","","","","","","ZSCC: 0000003","","/Users/jacquesthibodeau/Zotero/storage/6MF4ET6T/Philip-Trammell-and-Anton-Korinek_Economic-Growth-under-Transformative-AI.pdf","","MetaSafety; AmbiguosSafety; GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9VMCT9R","report","2020","Wilkinson, Hayden","In defence of fanaticism","","","","","https://globalprioritiesinstitute.org/wp-content/uploads/Hayden-Wilkinson_In-defence-of-fanaticism.pdf","","2020-09","2022-01-30 04:55:29","2022-01-30 04:55:29","2020-11-21 19:28:53","","","","","","","","","","","","Global Priorities Institute","","","","","","","","","ZSCC: 0000000[s0]","","/Users/jacquesthibodeau/Zotero/storage/ZJ79B6HC/Hayden-Wilkinson_In-defence-of-fanaticism.pdf","","MetaSafety; AmbiguosSafety; GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGHGP6FP","report","2021","Thomas, Teruji","Doomsday and objective chance","","","","","https://globalprioritiesinstitute.org/doomsday-and-objective-chance-teruji-thomas/","Lewis’s Principal Principle says that one should usually align one’s credences with the known chances. In this paper I develop a version of the Principal Principle that deals well with some exceptional cases related to the distinction between metaphysical and epistemic modal­ity. I explain how this principle gives a unified account of the Sleeping Beauty problem and chance-­based principles of anthropic reasoning. In doing so, I defuse the Doomsday Argument that the end of the world is likely to be nigh.","2021-07-13","2022-01-30 04:55:29","2022-01-30 04:55:29","2021-10-31 22:27:47","","","","","","","","","","","","Global Priorities Institute","","en-US","","","","","","","ZSCC: 0000000","","/Users/jacquesthibodeau/Zotero/storage/QZH4S7N9/doomsday-and-objective-chance-teruji-thomas.html","","MetaSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W4ESBNR3","report","2020","MacAskill, William","Are we living at the hinge of history","","","","","","","2020-09","2022-01-30 04:55:28","2022-01-30 04:55:28","","28","","","","","","","","","","","Global Priorities Institute","","en","","","","","Zotero","","ZSCC: 0000001","","/Users/jacquesthibodeau/Zotero/storage/T3DJ73RE/MacAskill - Are we living at the hinge of history.pdf","","MetaSafety; AmbiguosSafety; GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IEWARNHB","blogPost","2019","MacAskill, William","A Critique of Functional Decision Theory","AI Alignment Forum","","","","https://www.alignmentforum.org/posts/ySLYSsNeFL5CoAQzN/a-critique-of-functional-decision-theory","A Critique of Functional Decision Theory NB: My writing this note was prompted by Carl Shulman, who suggested we could try a low-time-commitment way of attempting to understanding the disagreement between some folks in the rationality community and academic decision theorists (including myself, though I’m not much of a decision theorist). Apologies that it’s sloppier than I’d usually aim for in a philosophy paper, and lacking in appropriate references. And, even though the paper is pretty negative about FDT, I want to emphasise that my writing this should be taken as a sign of respect for those involved in developing FDT. I’ll also caveat I’m unlikely to have time to engage in the comments; I thought it was better to get this out there all the same rather than delay publication further.  1. Introduction There’s a long-running issue where many in the rationality community take functional decision theory (and its variants) very seriously, but the academic decision theory community does not. But there’s been little public discussion of FDT from academic decision theorists (one exception is here); this note attempts to partly address this gap. So that there’s a clear object of discussion, I’m going to focus on Yudkowsky and Soares’ ‘Functional Decision Theory’ (which I’ll refer to as Y&S), though I also read a revised version of Soares and Levinstein’s Cheating Death in Damascus. This note is structured as follows. Section II describes causal decision theory (CDT), evidential decision theory (EDT) and functional decision theory (FDT). Sections III-VI describe problems for FDT: (i) that it sometimes makes bizarre recommendations, recommending an option that is certainly lower-utility than another option; (ii) that it fails to one-box in most instances of Newcomb’s problem, even though the correctness of one-boxing is supposed to be one of the guiding motivations for the theory; (iii) that it results in implausible discontinuities, where what is rational to do can d","2019","2022-01-30 04:55:28","2022-01-30 04:55:28","2020-12-14 23:35:51","","","","","","","","","","","","","","","","","","","","","ZSCC: 0000002","","/Users/jacquesthibodeau/Zotero/storage/HT7QKDHD/a-critique-of-functional-decision-theory.html","","TechSafety; GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CD8ANBSK","journalArticle","2017","Baum, Seth D.","The Social Science of Computerized Brains – Review of The Age of Em: Work, Love, and Life When Robots Rule the Earth by Robin Hanson (Oxford University Press, 2016)","Futures","","00163287","10.1016/j.futures.2017.03.005","https://linkinghub.elsevier.com/retrieve/pii/S0016328716302518","","2017-06","2022-01-30 04:55:20","2022-01-30 04:55:20","2019-12-16 02:52:35","61-63","","","90","","Futures","The Social Science of Computerized Brains – Review of The Age of Em","","","","","","","en","","","","","DOI.org (Crossref)","","ZSCC: 0000000","","","","MetaSafety; GCRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X38XZZ28","journalArticle","2014","Baum, Seth D","The great downside dilemma for risky emerging technologies","Physica Scripta","","0031-8949, 1402-4896","10.1088/0031-8949/89/12/128004","http://stacks.iop.org/1402-4896/89/i=12/a=128004?key=crossref.f5938bc78a3023d740968f020cfa9970","","2014-12-01","2022-01-30 04:55:20","2022-01-30 04:55:20","2019-12-16 02:49:17","128004","","12","89","","Phys. Scr.","","","","","","","","","","","","","DOI.org (Crossref)","","ZSCC: 0000025","","/Users/jacquesthibodeau/Zotero/storage/4B6SN7S9/Baum - 2014 - The great downside dilemma for risky emerging tech.pdf","","MetaSafety; GCRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NNMI86Z","journalArticle","2015","Baum, Seth D.","The far future argument for confronting catastrophic threats to humanity: Practical significance and alternatives","Futures","","00163287","10.1016/j.futures.2015.03.001","https://linkinghub.elsevier.com/retrieve/pii/S0016328715000312","","2015-09","2022-01-30 04:55:20","2022-01-30 04:55:20","2019-12-16 02:45:25","86-96","","","72","","Futures","The far future argument for confronting catastrophic threats to humanity","","","","","","","en","","","","","DOI.org (Crossref)","","ZSCC: 0000025","","","","MetaSafety; GCRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8KFKUZ2","journalArticle","2013","Baum, Seth D.; Wilson, Grant S.","The Ethics of Global Catastrophic Risk from Dual-Use Bioengineering","Ethics in Biology, Engineering and Medicine","","2151-805X","10.1615/EthicsBiologyEngMed.2013007629","http://www.dl.begellhouse.com/journals/6ed509641f7324e6,709fef245eef4861,06d520d747a5c0d1.html","","2013","2022-01-30 04:55:20","2022-01-30 04:55:20","2019-12-16 02:49:31","59-72","","1","4","","Ethics Biology Eng Med","","","","","","","","en","","","","","DOI.org (Crossref)","","ZSCC: 0000007","","","","MetaSafety; GCRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6UBXU3EC","bookSection","2017","Barrett, Anthony M.; Baum, Seth D.","Risk analysis and risk management for the artificial superintelligence research and development process","The Technological Singularity","","","","","","2017","2022-01-30 04:55:20","2022-01-30 04:55:20","","127–140","","","","","","","","","","","Springer","","","","","","","Google Scholar","","ZSCC: 0000014  DOI: 10.1007/978-3-662-54033-6_6","","/Users/jacquesthibodeau/Zotero/storage/JB2CXJC3/Barrett and Baum - 2017 - Risk analysis and risk management for the artifici.pdf; /Users/jacquesthibodeau/Zotero/storage/TJZUEBZD/978-3-662-54033-6_6.html","","MetaSafety; GCRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WFRENGDG","journalArticle","2018","Baum, Seth D.","Reconciliation between factions focused on near-term and long-term artificial intelligence","AI & Society","","","","","","2018","2022-01-30 04:55:20","2022-01-30 04:55:20","","565–572","","4","33","","","","","","","","","","","","","","","Google Scholar","","ZSCC: 0000034","","/Users/jacquesthibodeau/Zotero/storage/Q3E37524/Baum - 2018 - Reconciliation between factions focused on near-te.pdf; /Users/jacquesthibodeau/Zotero/storage/VRCUNE3P/s00146-017-0734-3.html","","MetaSafety; GCRI","Artificial Intelligence; Artificial General Intelligence; Artificial Superintelligence; Long-Term Artificial Intelligence; Near-Term Artificial Intelligence; Societal Impacts of Artificial Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
